,"car","area","uf","mun","modulo_fiscal","tipo_imovel","situacao","condicao",,,
,"MG-3109006-F548C73F92AE4845B5E7B8FFA0075366","0.0752","MG","Brumadinho","0.0038","IRU","AT","Aguardando","analise",,
,"MG-3109006-5B252A0693834D2CBA279133D4731660","6.1545","MG","Brumadinho","0.3077","IRU","AT","Aguardando","analise",,
,"MG-3109006-4EF54A91D9FC4A62ACFFBB90CF53165A","1.3600","MG","Brumadinho","0.0680","IRU","AT","Aguardando","análise",,
,"MG-3109006-D756A9943FC8436FB8588403548339FF","4.8040","MG","Brumadinho","0.2402","IRU","AT","Aguardando","analise",,
,"MG-3109006-71E15A1B6CF24275A8052A539FF4B1CC","8.1087","MG","Brumadinho","0.4054","IRU","AT","Aguardando","analise",,
,"MG-3109006-02759861B458418E8B98BF1FA0DFB12F","21.3739","MG","Brumadinho","1.0687","IRU","AT","Aguardando","análise",,
,"MG-3109006-68BD63DEBB6A4A5AB1B172D1A7978756","39.6363","MG","Brumadinho","1.9818","IRU","AT","Aguardando","analise",,
,"MG-3109006-1795E188A4EC4EE394877E6822771042","3.6267","MG","Brumadinho","0.1813","IRU","AT","Aguardando","analise",,
,"MG-3109006-A29B07CD4253455CA41FD1911914A13D","5.5340","MG","Brumadinho","0.2767","IRU","AT","Aguardando","analise",,
,"MG-3109006-D8D01372AABA49D08C1E63DF489DEF9F","45.9950","MG","Brumadinho","2.2997","IRU","AT","Aguardando","analise",,
,"MG-3109006-923F81FF3B534D76BB3088F1F94204B8","3.0529","MG","Brumadinho","0.1526","IRU","AT","Aguardando","analise",,
,"MG-3109006-B6C2571C118F4FB88D7768B9CC6421A7","0.8888","MG","Brumadinho","0.0444","IRU","AT","Aguardando","analise",,
,"MG-3109006-531E452A54594752A308496A1084923F","126.8004","MG","Brumadinho","6.3400","IRU","AT","Aguardando","análise",,
,"MG-3109006-42A8C28589C8435697D8E9AA13EE9136","0.4381","MG","Brumadinho","0.0219","IRU","AT","Aguardando","analise",,
,"MG-3109006-7863475D1B364B1D924B1E2A084CED63","2.0640","MG","Brumadinho","0.1032","IRU","AT","Aguardando","analise",,
,"MG-3109006-9B11943A34A94AF6A07AAF2C248C8198","1.9582","MG","Brumadinho","0.0979","IRU","AT","Aguardando","análise",,
,"MG-3109006-6C982B8BAAB34691BA17908C5109DAEE","20.7059","MG","Brumadinho","1.0353","IRU","AT","Aguardando","análise",,
,"MG-3109006-7B196300346E4DBBB26D89B728AE5D02","125.0554","MG","Brumadinho","6.2528","IRU","AT","Aguardando","analise",,
,"MG-3109006-AA96BCBB6BF2428AB9F367D644FB2ABD","2.0664","MG","Brumadinho","0.1033","IRU","AT","Aguardando","analise",,
,"MG-3109006-1E19E10A358649DB9F9864D9F8F401D2","18.5296","MG","Brumadinho","0.9265","IRU","AT","Aguardando","analise",,
,"MG-3109006-4D10E2F7AEF24711B4343A36A307B624","20.6041","MG","Brumadinho","1.0302","IRU","AT","Aguardando","análise",,
,"MG-3109006-785CAEB1EAA74475A5AA46BADDE71EC0","8.2530","MG","Brumadinho","0.4127","IRU","AT","Aguardando","analise",,
,"MG-3109006-50D6DE7CA17B4D1BBD4C80165A3DD87E","12.8836","MG","Brumadinho","0.6442","IRU","AT","Aguardando","analise",,
,"MG-3109006-7841E4D1AA084F30A71823D2EABB6D14","2.0929","MG","Brumadinho","0.1046","IRU","AT","Aguardando","analise",,
,"MG-3109006-A389D34336604C1DB5EFC5216D16AFE5","184.5862","MG","Brumadinho","9.2293","IRU","AT","Aguardando","analise",,
,"MG-3109006-8C3CF6153965482AAD4027A571852357","62.3495","MG","Brumadinho","3.1200","IRU","AT","Aguardando","análise",,
,"MG-3109006-59BB95F5FB1F4927971728CDCA8FC77D","18.9949","MG","Brumadinho","0.9497","IRU","AT","Aguardando","analise",,
,"MG-3109006-185197E7D0824A458619B03921A4563D","123.9023","MG","Brumadinho","6.1951","IRU","AT","Aguardando","analise",,
,"MG-3109006-739C908E25CF47239668E797161E868B","69.0950","MG","Brumadinho","3.4547","IRU","AT","Aguardando","analise",,
,"MG-3109006-78BF19157FC24AEB9DC1B36EF9BACC18","6.8352","MG","Brumadinho","0.3418","IRU","AT","Aguardando","analise",,
,"MG-3109006-8D8C21652E4E4284B92952D91B74E9A8","1.6252","MG","Brumadinho","0.0813","IRU","AT","Aguardando","analise",,
,"MG-3109006-6E1D6148BF034BAEA9521149DCD61D62","125.7297","MG","Brumadinho","6.2865","IRU","AT","Aguardando","analise",,
,"MG-3109006-389AE98CFF8743A88A64524D711529CB","104.6973","MG","Brumadinho","5.2349","IRU","AT","Aguardando","analise",,
,"MG-3109006-FE88847DA2E24B26AA6141FB1DDED432","6.8700","MG","Brumadinho","0.3400","IRU","AT","Aguardando","análise",,
,"MG-3109006-5E8B287F68474CED8C76970B0E856182","18.0421","MG","Brumadinho","0.9021","IRU","AT","Aguardando","analise",,
,"MG-3109006-69183427D3E24588A3EE672D5D7BF80C","23.4571","MG","Brumadinho","1.1729","IRU","AT","Aguardando","analise",,
,"MG-3109006-5CF7570E1FD144A6BC67AB3BCFCEAD8E","1.4233","MG","Brumadinho","0.0700","IRU","AT","Aguardando","análise",,
,"MG-3109006-F01C8B79C19145D5A2FC52D7BCA7D383","19.2298","MG","Brumadinho","0.9615","IRU","AT","Aguardando","analise",,
,"MG-3109006-861ED8A94DA14525A16E17225699FB5C","36.7887","MG","Brumadinho","1.8394","IRU","AT","Aguardando","analise",,
,"MG-3109006-13F74EEF2B5845A88311879A501B0B7D","76.5168","MG","Brumadinho","3.8258","IRU","AT","Aguardando","análise",,
,"MG-3109006-DCBA68E695524E8FAEE9CA4EBAC23AE8","58.0475","MG","Brumadinho","2.9024","IRU","AT","Analisado","por","Filtro","Automático"
,"MG-3109006-4CCE97DA71E24C93812F8EEA2DC1F7CC","14.0873","MG","Brumadinho","0.7044","IRU","AT","Aguardando","analise",,
,"MG-3109006-3659D1252A5B4E60A26426F87894E293","27.8055","MG","Brumadinho","1.3903","IRU","AT","Aguardando","analise",,
,"MG-3109006-FBECEB7C98D04634A38E5AEC7E906DDD","44.0299","MG","Brumadinho","2.2015","IRU","AT","Aguardando","analise",,
,"MG-3109006-CC3D334B5742441D9C359BB9E24FC09B","21.0632","MG","Brumadinho","1.0532","IRU","AT","Aguardando","analise",,
,"MG-3109006-24DC7BB0EC4741D7AAF2EDEAAE95B198","64.2422","MG","Brumadinho","3.2100","IRU","AT","Aguardando","análise",,
,"MG-3109006-2726A4CAF23B41339F742804F8EB151F","84.5000","MG","Brumadinho","4.2300","IRU","AT","Aguardando","análise",,
,"MG-3109006-5C643F0B145247C7AB8952E44C8C0D04","26.0900","MG","Brumadinho","1.3045","IRU","AT","Aguardando","analise",,
,"MG-3109006-9D5F80D096F749E1AC598F6AFC8220BA","4.7707","MG","Brumadinho","0.2385","IRU","AT","Aguardando","analise",,
,"MG-3109006-96976C884AF342E28F94DC483538C870","34.3966","MG","Brumadinho","1.7198","IRU","AT","Aguardando","analise",,
,"MG-3109006-4B39D2393B1C44488287C0F5D94E4E84","1.6296","MG","Brumadinho","0.0815","IRU","AT","Aguardando","analise",,
,"MG-3109006-CE5CA04C12E5421998D29F396BFFC96C","1.4014","MG","Brumadinho","0.0701","IRU","AT","Aguardando","analise",,
,"MG-3109006-FFAF22F662F348D189A51E0412766CA6","21.5541","MG","Brumadinho","1.0777","IRU","AT","Aguardando","analise",,
,"MG-3109006-860503BD5ECC4CDCAF737CC9B3562CE8","24.4752","MG","Brumadinho","1.2200","IRU","AT","Aguardando","análise",,
,"MG-3109006-0812FB80A06B42F2A91ED4C1E6E80D80","2.2511","MG","Brumadinho","0.1126","IRU","AT","Aguardando","analise",,
,"MG-3109006-A64265551664440EA12158A7D5D289A3","6.0332","MG","Brumadinho","0.3017","IRU","AT","Aguardando","analise",,
,"MG-3109006-D82D01B52C9B46D6B6E87BACAEB8BB1A","47.0610","MG","Brumadinho","2.3530","IRU","AT","Aguardando","analise",,
,"MG-3109006-F40412F1FC7B4F5ABC1E646E43A9CF45","18.7498","MG","Brumadinho","0.9375","IRU","AT","Aguardando","analise",,
,"MG-3109006-8B2CA970C67F4D2F97C9F5C21BE6612B","11.3266","MG","Brumadinho","0.5663","IRU","AT","Aguardando","analise",,
,"MG-3109006-9F391D34B2CA4E788BAA38B6DFAB2EF9","2.5197","MG","Brumadinho","0.1260","IRU","AT","Aguardando","análise",,
,"MG-3109006-7C56623A240B46FB8E2110223BE2B4D7","6.0270","MG","Brumadinho","0.3013","IRU","AT","Aguardando","analise",,
,"MG-3109006-22D257549D86480BADED33B7ECD228CF","1.9938","MG","Brumadinho","0.0997","IRU","AT","Aguardando","analise",,
,"MG-3109006-DA613AC0F74846D7AF73CC96D7CFD277","96.7373","MG","Brumadinho","4.8369","IRU","AT","Aguardando","analise",,
,"MG-3109006-31C585DD96124120B505B9C02119357F","44.7067","MG","Brumadinho","2.2353","IRU","AT","Aguardando","análise",,
,"MG-3109006-82564692855F49C3B6DF90D2200E382A","55.3866","MG","Brumadinho","2.7693","IRU","AT","Aguardando","analise",,
,"MG-3109006-8F004C7DF5CD4BFD8A1061B395CFB07D","9.0356","MG","Brumadinho","0.4518","IRU","AT","Aguardando","analise",,
,"MG-3109006-F36A0C159BE64B82B0015F63A5A5B811","0.4066","MG","Brumadinho","0.0200","IRU","AT","Aguardando","análise",,
,"MG-3109006-DA31FB035D014F2A9583E6309C9DE4DC","26.1248","MG","Brumadinho","1.3100","IRU","AT","Aguardando","análise",,
,"MG-3109006-920141D1F0ED4573B9AFEF7DB8B3BDB9","35.4460","MG","Brumadinho","1.7700","IRU","AT","Aguardando","análise",,
,"MG-3109006-4C4213132A714E0D9A1FFCEE12F7D887","8.3011","MG","Brumadinho","0.4151","IRU","AT","Aguardando","analise",,
,"MG-3109006-68B91A33FFF940C5A8FC0A8E535AAB86","120.9632","MG","Brumadinho","6.0482","IRU","AT","Aguardando","analise",,
,"MG-3109006-E083A748D0684638BDB040194A714FFE","1.0937","MG","Brumadinho","0.0547","IRU","AT","Aguardando","análise",,
,"MG-3109006-68A3B03842E64A078F1B4DE9E1A17643","4.4084","MG","Brumadinho","0.2204","IRU","AT","Aguardando","analise",,
,"MG-3109006-A9AD010933144F859E61870FA314E6CE","1.7817","MG","Brumadinho","0.0891","IRU","AT","Aguardando","analise",,
,"MG-3109006-AFCB51FB6D5145B2A8C7AE56496853FE","1.8724","MG","Brumadinho","0.0936","IRU","AT","Aguardando","analise",,
,"MG-3109006-5B2B2A3AB7A94CEE9AE4A0A4D3482E29","6.7182","MG","Brumadinho","0.3359","IRU","AT","Aguardando","analise",,
,"MG-3109006-269F63AE75AD4194B3AE9E9EF5E6F5C2","2.0000","MG","Brumadinho","0.1000","IRU","AT","Aguardando","analise",,
,"MG-3109006-1F9CA94E14734E40B8307F2B0F313B67","7.0852","MG","Brumadinho","0.3543","IRU","AT","Aguardando","analise",,
,"MG-3109006-BEA5568A44754FB7A813A52258B5A829","1.6129","MG","Brumadinho","0.0806","IRU","AT","Aguardando","analise",,
,"MG-3109006-29E02A2E2DCB41438FF808920593C8EE","13.4869","MG","Brumadinho","0.6743","IRU","AT","Aguardando","analise",,
,"MG-3109006-B4E0289FA8724175924337BB8D0937D4","21.8993","MG","Brumadinho","1.0950","IRU","AT","Aguardando","analise",,
,"MG-3109006-AA1F802D171547409256951B0924DD13","121.8123","MG","Brumadinho","6.0906","IRU","AT","Aguardando","analise",,
,"MG-3109006-6DF23AE3A6234172AA0831D7C8135C29","58.2728","MG","Brumadinho","2.9136","IRU","AT","Aguardando","analise",,
,"MG-3109006-EB10AB0537B241E9BBCC3E6C39BA7D05","2.5946","MG","Brumadinho","0.1297","IRU","AT","Aguardando","analise",,
,"MG-3109006-99FC56E65BBF46C6BB092B241117170E","47.8781","MG","Brumadinho","2.3939","IRU","AT","Aguardando","analise",,
,"MG-3109006-65AF06D1CE3B404BA094D50DF68869C4","17.4452","MG","Brumadinho","0.8723","IRU","AT","Aguardando","análise",,
,"MG-3109006-99EEE7D8A3E343408111519F75D7B888","0.3831","MG","Brumadinho","0.0192","IRU","AT","Aguardando","analise",,
,"MG-3109006-C0496C72085F4017B35A0662E27241A3","10.1078","MG","Brumadinho","0.5054","IRU","AT","Aguardando","analise",,
,"MG-3109006-ADF21594DF7D4912A7779CDFBF95F096","3.6750","MG","Brumadinho","0.1838","IRU","AT","Aguardando","analise",,
,"MG-3109006-BC7473AF3BC9408AB52D1A185C088B2E","295.0847","MG","Brumadinho","14.7542","IRU","AT","Aguardando","analise",,
,"MG-3109006-887A9245D9B04C18AF4D9381AEAF52A5","8.2403","MG","Brumadinho","0.4120","IRU","AT","Aguardando","analise",,
,"MG-3109006-3BB8DCBD7BE44E898732DBECF7342D89","0.3146","MG","Brumadinho","0.0200","IRU","AT","Aguardando","análise",,
,"MG-3109006-E50A6C8EE4C84E02928D21E8A9AC161E","20.2424","MG","Brumadinho","1.0121","IRU","AT","Aguardando","analise",,
,"MG-3109006-F9B0EF13B4BD43768CE767E381033252","3.4178","MG","Brumadinho","0.1709","IRU","AT","Aguardando","analise",,
,"MG-3109006-C312240207D2492A86EE39BFFF805CDD","5.0330","MG","Brumadinho","0.2517","IRU","AT","Aguardando","analise",,
,"MG-3109006-419B57C329D84DEF96FF23A4E25284DE","10.9355","MG","Brumadinho","0.5468","IRU","AT","Aguardando","analise",,
,"MG-3109006-48E90F7D9D814BA98775ACDE11B4632E","5.4259","MG","Brumadinho","0.2713","IRU","AT","Aguardando","analise",,
,"MG-3109006-B8062A4FAB3F473EBCA0FC7AE7A62E22","2.3954","MG","Brumadinho","0.1198","IRU","AT","Aguardando","analise",,
,"MG-3109006-B74D5AEAD3B848759C5D60709472B0C2","7.1264","MG","Brumadinho","0.3563","IRU","AT","Aguardando","analise",,
,"MG-3109006-01DA0746CAD546BBB179E8C9F6F1F9B1","1.0655","MG","Brumadinho","0.0533","IRU","AT","Aguardando","analise",,
,"MG-3109006-508E7B2FC4554B188215FFC29E8846FC","16.9440","MG","Brumadinho","0.8472","IRU","AT","Aguardando","analise",,
,"MG-3109006-2DF95932D0FB4B0C9A021C3F4CFA588A","0.9500","MG","Brumadinho","0.0475","IRU","AT","Aguardando","analise",,
,"MG-3109006-D98701ABCDC245CE9740DED8FEEF9AF0","10.0748","MG","Brumadinho","0.5037","IRU","AT","Aguardando","analise",,
,"MG-3109006-0D63D780FEAE4DE0871FCF75B8B611E6","1.3255","MG","Brumadinho","0.0663","IRU","AT","Aguardando","analise",,
,"MG-3109006-CE9C2164E1024592828F2E698A2E9CC7","376.8099","MG","Brumadinho","18.8405","IRU","AT","Aguardando","analise",,
,"MG-3109006-F002B0FAF5E14A7A9702D060DE45D706","315.1914","MG","Brumadinho","15.7596","IRU","AT","Aguardando","analise",,
,"MG-3109006-E318A5290F294A9F834FE3CE0BF3A196","33.1999","MG","Brumadinho","1.6600","IRU","AT","Aguardando","análise",,
,"MG-3109006-096DDD0E8E734EA6A607BCDF263E60A6","8.6365","MG","Brumadinho","0.4318","IRU","AT","Aguardando","analise",,
,"MG-3109006-1004FF0A7CBA4DC3AB39BAAC1437A078","0.2057","MG","Brumadinho","0.0103","IRU","AT","Aguardando","analise",,
,"MG-3109006-DCD49B4A034B4BF1B1F212194046B95E","2.9095","MG","Brumadinho","0.1455","IRU","AT","Aguardando","analise",,
,"MG-3109006-2F70ECB2D2A8491EB9666429D040D7E5","115.8215","MG","Brumadinho","5.7911","IRU","AT","Aguardando","analise",,
,"MG-3109006-77F5D94A114E408EBBA745DD996DD542","2.2570","MG","Brumadinho","0.1129","IRU","AT","Aguardando","analise",,
,"MG-3109006-4DD7DC2B96AE4ACFAEFF5B1BFC3C1DEE","6.7891","MG","Brumadinho","0.3395","IRU","AT","Aguardando","analise",,
,"MG-3109006-8C179F556389482BAB1D1F7A64EEDC58","5.5618","MG","Brumadinho","0.2781","IRU","AT","Aguardando","analise",,
,"MG-3109006-A3890591C26543BEAEBFD1CF313C0005","15.0019","MG","Brumadinho","0.7501","IRU","AT","Aguardando","analise",,
,"MG-3109006-CE63A35713224A5B9DC82223E20E9569","1.6561","MG","Brumadinho","0.0828","IRU","AT","Aguardando","analise",,
,"MG-3109006-2A337217742C43D0BE1B4B5FA82FCA32","73.0170","MG","Brumadinho","3.6509","IRU","AT","Aguardando","analise",,
,"MG-3109006-95AB632F799E481889AA17BACB8EBB49","7.2912","MG","Brumadinho","0.3646","IRU","AT","Aguardando","análise",,
,"MG-3109006-519AEFF7A413467783910FFB25F4560A","9.7499","MG","Brumadinho","0.4875","IRU","AT","Aguardando","analise",,
,"MG-3109006-AFDFFBA6F86B491EA6D803CF969E9BFD","52.0110","MG","Brumadinho","2.6006","IRU","AT","Aguardando","análise",,
,"MG-3109006-015ECCCCCCEB4E3A8561250413A9050A","17.2418","MG","Brumadinho","0.8621","IRU","AT","Aguardando","analise",,
,"MG-3109006-A5D53B103FF9433ABC808ECB6DA2ADBC","5.2109","MG","Brumadinho","0.2605","IRU","AT","Aguardando","analise",,
,"MG-3109006-E07AA0ACDA0C4D43993117A29B1EFBCF","17.4737","MG","Brumadinho","0.8737","IRU","AT","Aguardando","analise",,
,"MG-3109006-CC466CAC35B54686971B5B06BD7859B6","21.9241","MG","Brumadinho","1.0962","IRU","AT","Aguardando","analise",,
,"MG-3109006-0C621A3A7C2B46C188651387235C4972","9.6547","MG","Brumadinho","0.4827","IRU","AT","Aguardando","analise",,
,"MG-3109006-4F2CB5AA92EE4397A5400DEB5A7EC81D","4.9239","MG","Brumadinho","0.2462","IRU","AT","Aguardando","analise",,
,"MG-3109006-980031A9562C42EB8357A5613D3C9EA0","8.4856","MG","Brumadinho","0.4243","IRU","AT","Aguardando","analise",,
,"MG-3109006-85510FF2D3084B83B22527F7C1A3CD02","6.0187","MG","Brumadinho","0.3009","IRU","AT","Aguardando","analise",,
,"MG-3109006-00F2B1921743448D84EC90A28FE986AC","30.8014","MG","Brumadinho","1.5401","IRU","AT","Aguardando","análise",,
,"MG-3109006-DED29CC75B854AC4A651CBE6EC40300C","63.6937","MG","Brumadinho","3.1800","IRU","AT","Aguardando","análise",,
,"MG-3109006-33E30C05477A4B2199A93B4EA17716D3","40.0036","MG","Brumadinho","2.0002","IRU","AT","Aguardando","analise",,
,"MG-3109006-18C444C31AE04A0EB161051452613237","29.1345","MG","Brumadinho","1.4567","IRU","AT","Aguardando","análise",,
,"MG-3109006-E7D1C461D3974733B97F9F31F7A6A29E","52.9994","MG","Brumadinho","2.6500","IRU","AT","Aguardando","analise",,
,"MG-3109006-A67AC6CEB8EE4B99870B1F13FE669372","15.2583","MG","Brumadinho","0.7629","IRU","AT","Aguardando","analise",,
,"MG-3109006-CAA7A72BE31D457CB8B4B4A1F71454A5","9.5384","MG","Brumadinho","0.4769","IRU","AT","Aguardando","analise",,
,"MG-3109006-04D1B38C72AF49309492FB42C238B509","18.6514","MG","Brumadinho","0.9326","IRU","AT","Aguardando","analise",,
,"MG-3109006-BC831DB7DAE943499D021746266FE60D","13.5746","MG","Brumadinho","0.6787","IRU","AT","Aguardando","analise",,
,"MG-3109006-4CBF46DE608C4D8894243DE9B6E82961","9.2164","MG","Brumadinho","0.4608","IRU","AT","Aguardando","analise",,
,"MG-3109006-9661108F508A42F5A626AF612C33A163","47.2647","MG","Brumadinho","2.3632","IRU","AT","Aguardando","analise",,
,"MG-3109006-22CF5062CDF64DA8BEB8EAA6DD788CC9","82.0198","MG","Brumadinho","4.1010","IRU","AT","Aguardando","analise",,
,"MG-3109006-96D035D0C2F44D07AB973EC411900CBF","0.1679","MG","Brumadinho","0.0084","IRU","AT","Aguardando","analise",,
,"MG-3109006-A25757069E23481E837F3C344AB723A0","9.1709","MG","Brumadinho","0.4585","IRU","AT","Aguardando","analise",,
,"MG-3109006-3277B767F4E248D9847731556A143278","85.5873","MG","Brumadinho","4.2794","IRU","AT","Aguardando","analise",,
,"MG-3109006-D2F5A0CB885145EEB46ED50D8AE8D9D3","3.1051","MG","Brumadinho","0.1553","IRU","AT","Aguardando","analise",,
,"MG-3109006-ED1BEA18283B4367A02CD5EA065B303E","1.8722","MG","Brumadinho","0.0936","IRU","AT","Aguardando","analise",,
,"MG-3109006-939CCE367097468A9F291152440CC5D1","3.8874","MG","Brumadinho","0.1944","IRU","AT","Aguardando","analise",,
,"MG-3109006-4FC5D02DDB90446396037C24D761BE16","20.8505","MG","Brumadinho","1.0425","IRU","AT","Aguardando","análise",,
,"MG-3109006-773BBD35651F422F9DD8BBF80CDFDDBA","57.0497","MG","Brumadinho","2.8525","IRU","AT","Aguardando","analise",,
,"MG-3109006-E2D4E30EA5764875AF8041D709A902AE","19.0374","MG","Brumadinho","0.9519","IRU","AT","Aguardando","analise",,
,"MG-3109006-D7D86A5C234F41AB981137AD3E7A5DCB","280.4759","MG","Brumadinho","14.0238","IRU","AT","Aguardando","analise",,
,"MG-3109006-C97AB637743B454DB3EE84B4A0F8ECCA","2.2564","MG","Brumadinho","0.1128","IRU","AT","Aguardando","analise",,
,"MG-3109006-0CC31BCA9F784BDFAC6A73FEEBBBCD56","21.6391","MG","Brumadinho","1.0800","IRU","AT","Aguardando","análise",,
,"MG-3109006-73A45BD85EF6464BB09C3E19201B7700","4.6387","MG","Brumadinho","0.2319","IRU","AT","Aguardando","analise",,
,"MG-3109006-A2C3EA081FB341F5B964767CB380CEC7","27.4433","MG","Brumadinho","1.3722","IRU","AT","Aguardando","analise",,
,"MG-3109006-2FBFDDD53941451BAE98A4A899B5475F","5.1248","MG","Brumadinho","0.2562","IRU","AT","Aguardando","analise",,
,"MG-3109006-E808CB6A2E4C4D2BA04EB33F02855201","2.0500","MG","Brumadinho","0.1025","IRU","AT","Aguardando","analise",,
,"MG-3109006-F5088C6071BA4DB383E6EF714B5FECB8","2.0013","MG","Brumadinho","0.1001","IRU","AT","Aguardando","analise",,
,"MG-3109006-8D230A303BB54A18B34DD36D6971ACC0","57.9026","MG","Brumadinho","2.8951","IRU","AT","Aguardando","analise",,
,"MG-3109006-6F8F6E7ECD8849DC9B05C61EB11E054D","35.1834","MG","Brumadinho","1.7592","IRU","AT","Aguardando","analise",,
,"MG-3109006-BC153A6E436E43F8BEF1C6CF43BE91A0","94.8123","MG","Brumadinho","4.7400","IRU","AT","Aguardando","análise",,
,"MG-3109006-C6ED474700634B91A3E5EBA94F0416E3","22.7193","MG","Brumadinho","1.1360","IRU","AT","Aguardando","analise",,
,"MG-3109006-CDEB91C033CF4B25AE462F8B5A5843EF","39.8388","MG","Brumadinho","1.9919","IRU","AT","Aguardando","analise",,
,"MG-3109006-DC81342543174A3E81ACFE6E12B2C167","43.9989","MG","Brumadinho","2.1999","IRU","AT","Aguardando","analise",,
,"MG-3109006-4B64215F099346E5AE563478AF7C7BD4","2.0428","MG","Brumadinho","0.1021","IRU","AT","Aguardando","analise",,
,"MG-3109006-8897BD342B414C0194C04F40400F644B","74.0816","MG","Brumadinho","3.7000","IRU","AT","Aguardando","análise",,
,"MG-3109006-E4641C0051D847D3B93944D506672356","55.4823","MG","Brumadinho","2.7741","IRU","AT","Aguardando","analise",,
,"MG-3109006-BD12BCC3B69745709EC862DC2C5B5C47","4.8259","MG","Brumadinho","0.2413","IRU","AT","Aguardando","analise",,
,"MG-3109006-3AB6110B73A0459F832DE00852934DC2","27.2183","MG","Brumadinho","1.3609","IRU","AT","Aguardando","analise",,
,"MG-3109006-EA70C0284B2B4F60A0E1E7F998E8FBE4","40.1600","MG","Brumadinho","2.0080","IRU","AT","Aguardando","analise",,
,"MG-3109006-BAB541EB5F5549799BBC5672A9FFF446","61.9005","MG","Brumadinho","3.0950","IRU","AT","Aguardando","analise",,
,"MG-3109006-2FC9CD781CF64A8CBFCE4D93688F2470","0.2243","MG","Brumadinho","0.0112","IRU","AT","Aguardando","análise",,
,"MG-3109006-B6878D419ADD4856BFE137F03CB6138B","5.0667","MG","Brumadinho","0.2533","IRU","AT","Aguardando","análise",,
,"MG-3109006-AF07485637B64687B4F286BDC1A5B280","53.9959","MG","Brumadinho","2.6998","IRU","AT","Aguardando","analise",,
,"MG-3109006-DC1C297BDC674E5DB58149DE12A36300","108.8986","MG","Brumadinho","5.4449","IRU","AT","Aguardando","analise",,
,"MG-3109006-F29C708846964BD482869976A2709061","43.0813","MG","Brumadinho","2.1541","IRU","AT","Aguardando","analise",,
,"MG-3109006-1F2FDC72DBE042E0A52EAA0A01C39E0C","67.9919","MG","Brumadinho","3.3996","IRU","AT","Aguardando","analise",,
,"MG-3109006-442907AE0C854AD3B3E9EF0846E78E14","68.7531","MG","Brumadinho","3.4377","IRU","AT","Aguardando","analise",,
,"MG-3109006-B6FA87695AAC48589399E7022E238B48","3.9896","MG","Brumadinho","0.2000","IRU","AT","Aguardando","análise",,
,"MG-3109006-809F2DCAA52B49A8B9E786CBE00CDEFB","1.6244","MG","Brumadinho","0.0800","IRU","AT","Aguardando","análise",,
,"MG-3109006-F71FC5F0E9534838BBF5634E9F47B309","1.3797","MG","Brumadinho","0.0690","IRU","AT","Aguardando","analise",,
,"MG-3109006-E680C9C5DE864636AD29388FB1E3B7A9","20.7000","MG","Brumadinho","1.0400","IRU","AT","Aguardando","análise",,
,"MG-3109006-848849234E3A4F26A18DF015336BEC60","38.8089","MG","Brumadinho","1.9404","IRU","AT","Aguardando","analise",,
,"MG-3109006-F5BE39A0D27A479787FB3DE282FC5322","13.9279","MG","Brumadinho","0.6964","IRU","AT","Aguardando","analise",,
,"MG-3109006-2AC174F7359D48758342BFA5FB3C9713","3.9478","MG","Brumadinho","0.1974","IRU","AT","Aguardando","analise",,
,"MG-3109006-168042D581CA42DB87638C8F66DBDF2A","10.0628","MG","Brumadinho","0.5031","IRU","AT","Aguardando","analise",,
,"MG-3109006-92C95682F7134E6A8A8C926643CF65E4","41.2167","MG","Brumadinho","2.0608","IRU","AT","Aguardando","analise",,
,"MG-3109006-CE0B5798845941ACAFD8E3A1D1A8A4DE","200.1134","MG","Brumadinho","10.0057","IRU","AT","Aguardando","analise",,
,"MG-3109006-1F04B0E539C847E9860BCF86981029E8","36.1431","MG","Brumadinho","1.8072","IRU","AT","Aguardando","analise",,
,"MG-3109006-489081B20C4C45D9A1EAC4C3D88C903B","6.1452","MG","Brumadinho","0.3073","IRU","AT","Aguardando","analise",,
,"MG-3109006-76280826CD1A498FB0D852054EB47D90","182.3604","MG","Brumadinho","9.1180","IRU","AT","Aguardando","analise",,
,"MG-3109006-EEC4E74BF5F444A9B06D0F45B0DB476B","20.8262","MG","Brumadinho","0.6600","IRU","AT","Aguardando","análise",,
,"MG-3109006-2DF1A76AB6C04415AC86E153812F821B","26.3566","MG","Brumadinho","1.3178","IRU","AT","Aguardando","analise",,
,"MG-3109006-6CCCBFB5DA36472A969CE3C4F1BE02AF","24.3903","MG","Brumadinho","1.2195","IRU","AT","Aguardando","analise",,
,"MG-3109006-6C59C48A5F7148CAA0DBD4978F8986DA","18.3512","MG","Brumadinho","0.9200","IRU","AT","Aguardando","análise",,
,"MG-3109006-9A0A39047C7E4853A0476512AE475FFD","2.8435","MG","Brumadinho","0.1422","IRU","AT","Aguardando","analise",,
,"MG-3109006-CD9CACD0A3D04E96A85A8E7E3A8E93CA","51.1508","MG","Brumadinho","2.5575","IRU","AT","Aguardando","análise",,
,"MG-3109006-228D36CB7A5A4D9BBF894F2BCFE7AA5B","1.9917","MG","Brumadinho","0.0996","IRU","AT","Aguardando","analise",,
,"MG-3109006-F88BF801A7AF437483A78EC017B0A808","15.9772","MG","Brumadinho","0.7989","IRU","AT","Aguardando","analise",,
,"MG-3109006-3C33F56C9A40457CAB2C9C507E0DD98E","14.7926","MG","Brumadinho","0.7396","IRU","AT","Aguardando","analise",,
